"auth.name","2012","2013","2014","2015","2016"
"Arun",66.3113006396588,87.3270211216315,83.0711610486891,85.4004252303331,79.7973400886637
"Spelthorne",72.1876495931068,79.748743718593,75.8293838862559,62.2083333333333,79.731027857829
"Wycombe",68.0131362889984,64.2359960225389,88.1666666666667,81.635687732342,79.6572280178838
"Stoke-on-Trent",76.7953102100635,72.3299715541764,74.7778874629812,74.846356453029,79.2996453900709
"Northamptonshire",102.583490863264,105.04347826087,85.8435337945716,78.671610866373,78.6388471137544
"Welwyn Hatfield",90.0171135196805,85.6830601092896,68.8558234992304,70.6319702602231,78.535191650757
"Dacorum",73.8993710691824,73.9845261121857,66.2062615101289,72.4713740458015,77.5790921595598
"Hinckley & Bosworth",63.8095238095238,63.4493670886076,82.6016260162602,76.0387811634349,76.9352290679305
"West Lindsey",120.845921450151,192.056074766355,205.531914893617,89.9038461538462,76.4102564102564
"Ribble Valley",64.3712574850299,68.1818181818182,69.3452380952381,65.3950953678474,75.9649122807018
"Colchester",82.5475515985431,88.0917232555851,79.0724863600935,76.2650716794835,75.8249907304412
"North Somerset",65.8145065398335,49.2604765817584,55.3463855421687,45.8049113233288,74.9319596693204
"Thanet",89.1010712622264,82.987012987013,85.8626919602529,80.9128630705394,74.389367816092
"Knowsley",57.2593800978793,65.8753709198813,71.66392092257,79.601226993865,74.3712574850299
"Gateshead",85.1717902350814,85.2302805717311,93.8786008230453,82.1717171717172,74.0139211136891
"Wyre",66.4502164502164,68.0040120361083,54.9203373945642,61.7473435655254,73.8983050847458
"Forest Heath",67.8916827852998,85.8283433133733,77.4545454545455,87.2759856630824,73.3233979135618
"Adur",82.3920265780731,88.9070146818923,86.385737439222,90.6103286384976,72.9411764705882
"Lancashire",114.334763948498,104.360465116279,70.8128078817734,73.2821341956346,72.1955128205128
"Stockport",60.2419808666291,61.4647887323944,64.5246478873239,67.5106772422209,71.8337545633249
"Norwich",98.0606818892712,101.665231122595,100.28616024974,67.641959254443,71.622031328954
"Luton",58.9622641509434,56.4500164962059,57.9362471245481,57.7650946230099,71.1567732115677
"Bolton",63.3948671769473,74.238683127572,82.8497409326425,78.7224048849225,71.0779595765159
"Reading",65.2416968102598,57.264,59.5368285622387,55.4060471742916,70.6230904545875
"Salford",95.9758551307847,110.560625814863,78.8140472078296,71.135567783892,70.466082141209
"East Sussex",78.9823008849557,75.3064003631412,88.306072570032,73.3680917622523,70.3530844155844
"Bedford",87.3877917414722,84.9305392041441,73.4867663981588,72.7126436781609,70.0256191289496
"Wigan",71.0812772133527,63.789049378569,54.1350906095552,61.5489593995224,69.9201741654572
"South Holland",75.4512635379061,81.4814814814815,71.1805555555556,69.8630136986301,69.6113074204947
"Northampton",51.2117346938776,62.3736550374959,63.062015503876,73.5985533453888,69.3294834777029
"Carlisle",74.3924392439244,77.4734982332155,76.6927683095348,68.2452944748027,69.1167753408417
"Havering",81.2586637094538,88.3708173340647,90.4817044928208,67.0122365737593,68.8306340927807
"Blackburn with Darwen",93.3554817275748,89.815712900097,87.4480465502909,62.7731092436975,68.780971258672
"Great Yarmouth",87.3881550916063,77.383408997111,78.4711964549483,70.1973001038422,68.7395519893012
"Hertsmere",94.4796380090498,89.044289044289,77.9649595687331,71.3490099009901,68.6285714285714
"Hart",71.1267605633803,64.7321428571429,78.0733944954128,61.3199665831245,68.3364839319471
"Bassetlaw",76.5593561368209,65.2924256951103,63.4632819582956,62.9251700680272,68.1818181818182
"Hillingdon",85.9928168291432,87.2194913443043,76.4614734469644,74.1008174386921,68.0681659449644
"Cheshire East",61.5798256999815,58.0363912054587,59.2488451496284,60.2687140115163,67.5047258979206
"Tameside",55.7665585919407,63.6118598382749,54.1666666666667,NA,67.4456343059862
"Enfield",69.5430495430495,72.0879120879121,72.1375500095256,83.6795621345939,67.2162529113004
"Wyre Forest",71.2235133287765,72.4822695035461,68.8395415472779,65.4811715481172,67.053998632946
"Watford",71.1716937354988,91.9535928143712,71.3445130920859,66.3356504468719,66.6754201680672
"Erewash",59.1695501730104,61.6319444444444,79.4816414686825,95.33527696793,66.5961945031712
"Havant",64.5596590909091,70.7023411371238,67.1034482758621,57.7639751552795,66.2508900349947
"Gloucester",74.8823040708945,67.6902972884678,69.5451040863531,61.7376042123739,66.1926605504587
"Burnley",68.9130434782609,71.319520174482,67.8530424799082,72.3940435280641,66.1637931034483
"East Riding of Yorkshire",74.0344044141512,72.5700655933214,69.374791039786,63.7519379844961,66.1578266494179
"Liverpool",59.9879663056558,86.1033341817256,69.3798449612403,69.3572157351774,65.7001265288908
"Staffordshire Moorlands",85.1968503937008,80.2650957290133,78.5413744740533,88.8698630136986,65.4098360655738
"Ipswich",71.85303514377,69.1069738087725,66.1889441357122,66.3834607759841,65.3816890692366
"Hastings",81.9492322156064,69.2422731804586,80.1254220935842,70.6373292867982,64.9739583333333
"Stafford",65.1881720430108,78.0048661800487,65.700267618198,64.6863117870722,64.8897795591182
"Fareham",55.7388809182209,60.7155635062612,52.4871982443306,54.0627431722337,64.7806478064781
"Walsall",121.782178217822,108.537392455328,119.908116385911,86.7924528301887,64.14686825054
"North Hertfordshire",71.6527709661599,71.7039586919105,44.1986644407346,64.3176020408163,64.0353460972018
"Shepway",78.4518828451883,72.6960110041265,76.0099440646364,73.9693757361602,63.8219895287958
"New Forest",55.1826994780015,55.6776556776557,56.9176882661996,57.3107500864155,63.5282457879088
"Wakefield",72.5877192982456,65.6694742956724,73.2377538829152,74.4313273826663,63.3486566883047
"Cannock Chase",85.6041131105398,82.2605965463108,81.832419733751,63.6135508155583,62.9781420765027
"Vale of White Horse",108.63453815261,115.541922290389,112.368972746331,100.20964360587,62.8571428571429
"East Dorset",66.8549905838041,60.7907742998353,61.4121510673235,57.3070607553366,62.7868852459016
"Waltham Forest",77.8885272579333,70.196671709531,67.1247775360886,60.5851979345955,62.616144018583
"Dorset",83.7378640776699,79.6045785639958,68.9753320683112,56.34257314228,62.4131396083386
"Aylesbury Vale",76.1717038983793,73.9262637780312,78.5386516060713,64.0445958501084,62.3041474654378
"Kettering",60.2100350058343,57.957244655582,62.3056994818653,65.64039408867,62.2817229336438
"Rushmoor",46.963997850618,55.5099648300117,67.4442896935933,64.1085634066448,62.2673434856176
"St Albans",25.8769700050839,54.3565891472868,57.4089997133849,57.3675496688742,62.185534591195
"Greenwich",77.2166578808645,78.2390358218949,74.511391233954,57.9931323922167,61.545352743561
"Rotherham",65.8346333853354,71.2978369384359,68.5470085470085,69.9574468085106,61.2197028928851
"Runnymede",52.7747551686616,45.3976764968722,54.4857768052516,57.4095682613769,60.6896551724138
"Stroud",72.554347826087,76.158038147139,67.741935483871,57.1629213483146,60.4558969276511
"Charnwood",53.5005224660397,52.5330396475771,64.1402714932127,65.1661307609861,60.4188481675393
"Ashfield",104.239401496259,57.0175438596491,64.8888888888889,68.3720930232558,60.3960396039604
"Kirklees",73.7794169301019,64.8848401512547,65.7158941640083,65.0579150579151,59.6640356203198
"Harborough",62.4693376941946,66.1357921207041,67.5539568345324,61.3438735177866,59.1639871382637
"Epping Forest",74.7626582278481,62.9098360655738,64.1235240690282,55.1157580283794,58.8983050847458
"East Staffordshire",50.6920415224914,52.1631644004944,45.2706722189173,51.2931034482759,58.8104089219331
"West Devon",56.5169769989047,61.4213197969543,61.4967462039046,63.5875402792696,58.7221095334686
"Leicester City",47.4644128113879,49.2354740061162,48.1810490693739,57.6633385881941,58.4701303096971
"South Oxfordshire",52.8384279475983,45.979381443299,58.8173178458289,51.588785046729,58.0395528804815
"Chesterfield",61.948869951834,61.5094339622641,54.5014880952381,55.7009345794393,57.957244655582
"Coventry",117.419588001446,45.5453788509575,43.5788479697828,42.3234690887782,57.6612903225806
"Amber Valley",62.7245508982036,58.5185185185185,57.2262773722628,56.9014084507042,57.1026722925457
"Oxfordshire",69.9211643420255,63.2210607820364,62.5295723384895,61.3986013986014,56.5905383360522
"Lewes",72.031076581576,65.5361050328228,61.4961496149615,55.7671957671958,56.029106029106
"Newcastle upon Tyne",54.7780340155664,55.870189948833,52.3935789021069,51.844981782047,55.9431067044382
"Elmbridge",56.7077872012336,54.3261498874236,68.6073059360731,65.10801203172,55.8608949416342
"Tonbridge & Malling",68.6009538950715,67.2875436554133,60.8634608634609,58.6994727592267,55.8002481389578
"Rugby",80.8024691358025,78.1649245063879,79.3497363796134,70.1127819548872,55.7377049180328
"Allerdale",72.821997105644,64.7985989492119,60.6647305582446,53.6687631027254,55.7132188200149
"Broxbourne",80.2208835341365,77.7777777777778,73.8798856053384,63.9004149377593,55.6529360210342
"West Lancashire",46.8390804597701,46.4723926380368,43.2766615146831,38.8321167883212,55.6221889055472
"Horsham",55.5815997656021,50.0533049040512,53.7512100677638,57.4527641707488,55.3752535496957
"Lambeth",51.620183782041,70.7495948136143,62.0987944261782,63.9115757377763,55.2077243729777
"South Tyneside",64.3239113827349,81.3559322033898,86.7521367521367,74.9619482496195,54.8197203826343
"Devon",93.2167832167832,54.2265669925244,66.1108607480847,60.4619769011549,54.7330850403476
"Nottinghamshire",110.08210180624,42.8571428571429,31.3485113835377,59.6715328467153,54.640522875817
"Worthing",6.82027649769585,51.22838944495,53.9927404718693,60.678391959799,54.6135646687697
"North East Lincolnshire",43.2918395573997,60.8982282653482,73.343449671219,58.0436941410129,54.5632973503435
"Darlington",47.0227354745579,42.0877904832165,47.1853010164191,47.7374643293926,54.397885994715
"Dover",52.7893038266482,57.489093553078,57.29216152019,56.2904717853839,54.0483255616787
"Wolverhampton",70.8097928436911,113.424744897959,53.0672145582624,52.3532388663968,53.9993470453803
"Basingstoke & Deane",60.5111294311624,54.6303818034119,51.4525993883792,54.1036717062635,53.9208364451083
"Wiltshire",38.2601797990481,41.56367544331,49.8630136986301,51.3392857142857,53.8950097213221
"Wirral",62.6918018412977,51.5139281388777,50.9457236842105,50.9113504556752,53.7688442211055
"Southwark",82.8622278056951,61.6666666666667,81.7281163782292,57.539193958795,53.2626427406199
"Barnsley",58.2370820668693,54.8203080433542,59.6648713345302,56.9620253164557,52.8692879914984
"Sheffield",76.5600568585643,56.456382454411,68.2233753397578,58.0591219517411,52.7389432186572
"Tunbridge Wells",42.9445644348452,51.7677198975235,48.9835002946376,44.1918087742312,52.6867627785059
"Rushcliffe",55.5963302752294,49.0974729241877,42.5,39.8945518453427,52.6223776223776
"Mendip",53.5037098103875,62.2673434856176,59.0050835148874,56.5942772390605,52.6085493099966
"Trafford",77.9827798277983,88.9090909090909,71.9148936170213,68.5682940208448,52.5929549902153
"Barrow-in-Furness",46.0754332313965,46.7479674796748,54.8743718592965,49.1525423728814,52.361673414305
"Swale",60.5852766346593,62.5459558823529,61.1328976034858,56.2086092715232,52.3550724637681
"Stratford-on-Avon",71.8961625282167,70.439234707626,65.7046979865772,56.184668989547,52.3279769262464
"Medway",53.1255021693717,54.2327150084317,50.7035259063069,47.9590122627247,52.2616997965253
"Eden",67.8038379530917,79.954954954955,64.873417721519,54.4871794871795,52.0618556701031
"Bromsgrove",51.2174643157011,52.8892455858748,49.1512345679012,63.9183673469388,52.0572450805009
"Warwick",76.8229630950259,76.140231449966,70.301724137931,62.012987012987,51.9886363636364
"West Dorset",63.1059245960503,51.1214442013129,NA,49.8549195462938,51.8007662835249
"Mid Sussex",54.4678940278401,50.7462686567164,47.9268292682927,47.8312773577398,51.588785046729
"Swindon",63.8135593220339,58.5900870730074,51.4351145038168,51.2794268167861,51.4940239043825
"Newark & Sherwood",60.0716845878136,51.7948717948718,46.8729427254773,46.128170894526,51.4619883040936
"Rutland",60.8017817371938,58.8726513569937,52.6205450733753,53.0651340996169,51.4177693761815
"Croydon",78.6087389105381,73.7077702702703,67.6911655530809,65.6126482213439,51.2836419222334
"Chorley",42.4912689173458,44.5692883895131,48.3312731767614,46.8557336621455,51.0678504669112
"Barking & Dagenham",60.9633977900553,64.5065300049595,57.9033701163137,56.0750279955207,51.0511452776906
"Bexley",60.5927552140505,64.4118914261094,59.971393543114,60.5252188411838,50.8510638297872
"Newham",50.2892637476402,54.9818727340918,52.9566613162119,53.0230853792598,50.753553075682
"Norfolk",90.948275862069,105.841924398625,98.238747553816,168.127490039841,50.7042253521127
"Sefton",61.326727222681,64.1701915899477,63.7300613496933,59.2437949431686,50.5821985395698
"Bradford",33.6111111111111,75.9239478743858,68.704253214639,51.0093299406276,50.512070226774
"Brentwood",56.9729015201586,46.4404524284764,55.5555555555556,53.1954887218045,50.4618937644342
"Huntingdonshire",55.2503052503053,53.3008658008658,55.2287581699346,52.5218841183827,50.4329896907217
"Test Valley",49.3853327681221,51.9068647129667,48.1306572215663,50.5106048703849,50.0940910801656
"Nuneaton & Bedworth",56.7877629063097,50.4182156133829,NA,51.7042939353696,50.0230946882217
"Barnet",94.3142877124274,37.4136150607673,97.6276996914638,44.1044029352902,49.852045256745
"Poole",54.8859315589354,53.3582089552239,49.4214876033058,51.570824912732,49.6440354228165
"Preston",56.7628749292586,55.593029792018,52.6636225266362,53.9350180505415,49.2516037063436
"Warwickshire",89.6664681357951,84.4438249233343,82.078313253012,53.0860995850622,49.1543065313557
"Canterbury",60.3803716608595,58.0005396654074,52.9533300923675,48.12764955252,49.0246406570842
"Oxford",41.0928820565818,43.4467174119886,40.8128498418107,48.2333379520576,48.9690319240583
"Tower Hamlets",61.460971044809,48.2582732022891,44.1588785046729,46.7237994310699,48.7461575796797
"Cambridgeshire",91.5055653192736,82.6342035787621,107.117346938775,66.832298136646,48.5870384325546
"King's Lynn & West Norfolk",44.0088459991958,45.6130043086565,49.4809688581315,52.3052776142829,48.5095812633073
"Sevenoaks",45.2416356877323,42.0550847457627,40.0063351282863,39.2933947772657,48.4292379471229
"Bury",52.1419828641371,61.1566858080394,51.0603588907015,50.8203281312525,48.2170542635659
"Brent",83.2274300094369,39.5460497599302,41.0338440814952,57.021915716887,48.0930324233764
"Mole Valley",54.8215237080448,49.0374873353597,42.1915002560164,52.6968716289105,47.9506390480388
"Redbridge",50.3992138557917,54.0845747236905,64.3303098126988,58.4990300678953,47.9362284820031
"Portsmouth",71.0642471799902,66.64674237896,59.0294351630867,57.6614352461962,47.8395061728395
"Shropshire",47.4915635545557,45.2288911495422,34.671079851055,47.3996175908222,47.8013349038084
"Ashford",70.2813299232737,63.963963963964,58.8584474885845,59.0987868284229,47.6683937823834
"Fylde",51.7958412098299,46.6549295774648,49.9173553719008,47.0229007633588,47.5574712643678
"St Edmundsbury",37.1573604060914,39.2625231910946,47.864927639807,48.976019604411,47.4864249430723
"South Kesteven",53.1384350816853,53.9507221750212,53.6945812807882,52.4806201550388,47.3527218493661
"Calderdale",74.2028985507246,65.0680272108844,67.6727272727273,57.8498293515358,47.3376423514928
"Manchester",41.6062279592787,45.7080963985919,50.7344703099714,42.4023248304811,46.4154856550294
"Kingston upon Hull",43.0534807290111,38.1706528765352,33.9230291744258,31.9057273188039,46.3959710418634
"Cheltenham",61.6387033718847,43.6376707404745,45.3129125957222,38.4715362620224,46.3927610662754
"Hackney",57.7260587561999,55.8545493608336,47.6725521669342,44.663354462909,45.9454423492584
"Bournemouth",74.1360361460496,62.0750708215297,56.3847614791643,53.0766899060321,45.5366007762433
"Bromley",46.241134751773,46.0480433940333,47.271693823418,48.7739364006585,45.427807486631
"City of London",66.3830541522645,51.3836752509821,47.1180649222192,51.6176470588235,45.3110647181628
"West Berkshire",53.3427661832331,47.612551159618,48.6137975499678,52.7859237536657,45.29302572262
"Mid Devon",68.1462140992167,56.8319226118501,45.2802359882006,49.6513249651325,45.2399012777656
"Gosport",48.5884101040119,43.2545201668985,47.7763659466328,45.8429561200924,45.2330508474576
"South Lakeland",44.2347054810098,49.2591797294396,51.5961857379768,59.6189305470191,45.1725474990306
"Birmingham",64.8806176184877,57.6082203760385,49.4211514392991,46.4104383905661,45.0066709492514
"Solihull",58.144175604889,55.6511350059737,57.4723464344552,54.8371531966224,44.9732880038854
"Torridge",60.0624024960998,53.1204644412192,49.0689013035382,50.6065857885615,44.9367088607595
"Newcastle-under-Lyme",32.7009936766034,40.2916346891788,40.7692307692308,45.0796626054358,44.8082319925164
"Bristol",64.1717583163612,43.815592203898,55.1529969622879,53.2442284325638,44.6038568773234
"Maidstone",59.3769470404984,61.5714757345659,54.0589844937671,56.9651741293532,44.5820433436532
"Windsor & Maidenhead",59.6404215747055,58.1188863807374,54.4328358208955,44.6951052775499,44.414535666218
"Hambleton",68.3397683397683,62.5189681335357,50.7133592736706,52.2550544323484,43.9499304589708
"Kingston upon Thames",40.8458075997069,44.7878671530044,45.3057885048067,47.7489258359798,43.6301950805768
"Purbeck",56.3139931740614,55.1428571428571,61.9808306709265,63.1410256410256,43.5820895522388
"Haringey",65.7535146498489,65.0242375897404,37.5048385848107,41.206842188239,43.5035518059898
"Waveney",52.1468574984443,56.1667631731326,53.1034482758621,50.9070294784581,43.4643510054845
"Gloucestershire",25.5560814008519,42.0313520574788,38.594730238394,44.0422661870504,43.3407079646018
"Stevenage",42.4797358150706,40.7993338884263,38.7946777980694,41.8844022169438,43.3296332374329
"Lincoln",44.692068056554,43.006809848088,40.1923507045404,43.3219906422799,43.3198380566802
"Suffolk Coastal",44.6514837819186,46.7828418230563,43.2208784213876,46.6793168880455,43.3030646992054
"Eastleigh",34.2756183745583,46.1299105406457,47.2473604826546,49.2404594294183,43.2556362246847
"Gravesham",54.2126379137412,45.5596669750231,49.8316498316498,45.6033676333021,43.0004777830865
"Braintree",50.6024096385542,44.5270988310308,50.5285412262156,43.1001890359168,42.8828828828829
"Blackpool",43.1395576433744,46.6653589642997,45.7337883959044,38.4086444007859,42.8548770816812
"Malvern Hills",73.6986301369863,123.809523809524,87.6106194690265,88.9887640449438,42.7722772277228
"South Hams",47.0682989690722,51.4204545454545,49.5873225486959,43.015873015873,42.6608369768894
"Weymouth & Portland",52.4104234527687,45.6156156156156,52.0700100976102,42.5992779783394,42.6014701182486
"South Somerset",59.9407783417936,57.8574241827491,60.3075644222776,51.7675741568468,42.5511661113755
"Cotswold",45.2627815516625,38.5562632696391,37.713588283157,37.1824480369515,42.5229741019215
"Peterborough",41.8170878459687,47.1025260029718,41.9693530079455,42.7793621985999,42.1179624664879
"Derby City",52.1073699081705,60.6796116504854,53.3569739952719,42.3765996343693,41.8744625967326
"Woking",44.8281130634072,44.6411284746232,40.8343558282209,41.2046461501617,41.8212478920742
"Lichfield",39.4517282479142,42.44721169464,45.78125,42.4325811777655,41.7615042058387
"Castle Point",37.13298791019,54.1118421052632,57.6030927835051,54.246885617214,41.7547568710359
"Eastbourne",42.9184549356223,46.031746031746,46.3796477495108,49.8148148148148,41.5959252971138
"Southampton",45.7745362295862,39.6845694799659,32.9522253981217,35.7092778686609,41.5858053784308
"Chiltern",48.654836863194,46.8085106382979,50.1088139281828,45.1068057625435,41.3437959784208
"Islington",67.8157317455343,59.6258556316117,49.959915458057,47.657882321224,41.3341110019646
"East Hampshire",42.5990271021543,36.9926813040586,35.9638554216867,31.1625403659849,41.041041041041
"Tewkesbury",66.3694267515924,47.4212034383954,41.029207232267,42.8148148148148,40.8647140864714
"Melton",43.2525951557093,44.9494949494949,55.7404326123128,49.238578680203,40.7514450867052
"Harrogate",45.639964528525,47.1409395973154,42.6119603110754,40.953642384106,40.7389162561576
"Wokingham",50.6906077348066,44.2682926829268,52.4295140971806,40.8898305084746,40.5509908168197
"Bath & North East Somerset",46.568774348217,41.1094079325541,35.5065391372243,39.3762279991646,40.3982093277796
"Cambridge",46.1255883365859,42.7627156621107,42.4992361747632,41.7020455422617,40.2849990371654
"East Lindsey",46.0979342004591,43.1932773109244,38.4615384615385,43.007662835249,39.7225725094578
"High Peak",48.8656195462478,37.615449202351,36.9795918367347,41.869918699187,39.5629238884702
"Lancaster",40.335806325654,39.4064613072878,38.610182088443,39.269578313253,39.5357017235315
"Southend-on-Sea",51.3841368584759,50.4666188083273,53.1535388127854,44.4943226828624,39.5188538991756
"Chelmsford",43.2913141080988,41.9566960705694,48.3021747424647,38.8866203892745,39.5064868990079
"Rother",38.8978930307942,35.5606758832565,44.0521872601688,38.3771929824561,39.5053475935829
"Uttlesford",41.8472063854048,39.7201291711518,38.5350318471338,40.7488986784141,39.3810032017076
"Cornwall",43.3003439320559,43.8130605381166,41.5282168561243,37.6912819861578,38.871807742988
"Richmond upon Thames",46.2891311994372,41.1223551057958,44.525291487683,40.044994375703,38.8181279620853
"Torbay",44.6885841731373,46.5850293204553,45.2931596091205,45.5200501253133,38.8001205908954
"Guildford",42.5401192113709,41.2702702702703,42.7873287372371,39.6060906984442,38.6251115980846
"Harlow",46.1538461538462,42.962962962963,40.754039497307,36.1408882082695,38.61852433281
"Middlesborough",53.0954879328437,43.7980241492865,70.5944798301486,70.7661290322581,38.3264462809917
"Winchester",39.1326188881447,38.8370188370188,31.3791989664083,37.8548895899054,38.2673117629271
"Sedgemoor",45.5186304128902,41.6201117318436,40.0367309458219,42.0222634508349,38.1711409395973
"Leeds",50.3459244532803,45.3551046290425,43.4363237139272,40.7483479192713,38.0721551176097
"Selby",45.2229299363057,40.9090909090909,44.0922190201729,44.8863636363636,37.3563218390805
"North Dorset",41.8149466192171,43.8721136767318,42.4511545293073,41.1467116357504,37.0030581039755
"South Bucks",42.3640167364017,44,46.4676616915423,38.7192118226601,36.5765765765766
"North Devon",48.1256007689843,45.4155672823219,42.6559356136821,40.9032258064516,36.3098758131283
"Harrow",36.3216810683425,35.82163829999,37.324548839874,36.1249753193628,35.9138323994573
"Merton",38.6676192177174,38.4541147569749,39.6021397525911,43.2118374697371,35.836627140975
"West Somerset",47.9508196721311,48.7603305785124,51.6393442622951,37.0300751879699,35.2941176470588
"Waverley",37.8716744913928,37.4809547993906,32.4036870716143,33.8176704944926,35.1401869158879
"Richmondshire",59.5890410958904,41.7763157894737,43.5967302452316,39.3939393939394,34.9333333333333
"Hammersmith & Fulham",38.8151045774315,33.8995249748093,34.5684106288166,36.3217615998202,34.8493831342989
"Epsom & Ewell",44.9509338398227,49.8180715585203,44.1607821835959,40.5579399141631,34.7087950954963
"Worcester",38.0639378547953,15.3753753753754,36.283185840708,44.3881631564916,34.6143437077131
